Gene Symbol	SPOT	Profile	6d-average	7d-average	8d-average
Zm00001d038647	25323	3	0	0.37	-0.99
Zm00001d038649	25325	3	0	-0.02	-5.87
Zm00001d038651	25327	3	0	0.45	-0.58
Zm00001d038657	25330	5	0	0.73	-0.35
Zm00001d038664	25334	1	0	-1.4	-1.59
Zm00001d038665	25335	1	0	-1.79	-1.19
Zm00001d038670	25338	3	0	-0.76	-6.27
Zm00001d038674	25342	5	0	7.23	0
Zm00001d038687	25353	6	0	1.74	1.04
Zm00001d038692	25358	6	0	7.03	4.14
Zm00001d038695	25359	5	0	4.94	0
Zm00001d038697	25360	6	0	3.95	3.91
Zm00001d038706	25363	3	0	-0.17	-7.02
Zm00001d038707	25364	0	0	-1.33	-3.02
Zm00001d038708	25365	1	0	-3.2	-2.97
Zm00001d038718	25370	3	0	-0.25	-5.36
Zm00001d038722	25374	3	0	0.69	-2.28
Zm00001d038723	25375	3	0	0.37	-1.16
Zm00001d038725	25377	3	0	-0.68	-2.97
Zm00001d038726	25378	4	0	0	6.13
Zm00001d038729	25380	3	0	0.24	-7.06
Zm00001d038730	25381	7	0	0.56	1.18
Zm00001d038740	25387	3	0	-0.26	-4.81
Zm00001d038741	25388	5	0	1.1	-0.33
Zm00001d038742	25389	6	0	1.54	0.82
Zm00001d038745	25390	4	0	-0.39	0.78
Zm00001d038746	25391	6	0	6.33	6.13
Zm00001d038748	25393	7	0	3.93	7.2
Zm00001d038751	25394	5	0	0.74	-0.39
Zm00001d038757	25400	3	0	0.97	-6.06
ENSRNA049477485	25401	4	0	-0.36	0.86
Zm00001d001472	25402	4	0	-0.49	0.53
Zm00001d038758	25403	3	0	1.89	-4.48
Zm00001d038764	25407	3	0	1.22	-1.78
Zm00001d038765	25408	7	0	0.49	1.44
Zm00001d038772	25412	5	0	1.2	-0.03
Zm00001d038780	25418	3	0	0.11	-1.08
Zm00001d038783	25419	5	0	1.42	-0.14
Zm00001d038784	25420	4	0	-0.67	1.32
Zm00001d038791	25421	4	0	-0.65	0.84
Zm00001d038793	25423	5	0	1.44	0.21
Zm00001d038794	25424	7	0	0.92	2.44
Zm00001d038799	25428	5	0	4.93	0
Zm00001d038806	25433	5	0	1.37	0.06
Zm00001d038814	25441	7	0	1.81	2.58
Zm00001d038818	25443	3	0	0.16	-1.03
Zm00001d038826	25448	4	0	0	5.14
Zm00001d038831	25451	1	0	-1.72	-1.08
Zm00001d038836	25455	3	0	3.3	-3.77
Zm00001d038843	25460	3	0	1.06	-1.08
Zm00001d038844	25461	5	0	0.79	-0.65
Zm00001d038845	25462	5	0	0.85	-0.45
Zm00001d038852	25469	6	0	2.55	1.93
Zm00001d038853	25470	6	0	0.87	1.01
Zm00001d038860	25476	3	0	0.05	-1.02
Zm00001d038861	25477	3	0	0.39	-0.71
Zm00001d038863	25479	3	0	0.39	-1.07
Zm00001d038867	25483	3	0	0.05	-2.06
Zm00001d038868	25484	3	0	-0.23	-1.23
Zm00001d038870	25485	6	0	1.14	0.75
Zm00001d038873	25487	0	0	-0.95	-2
Zm00001d038874	25488	5	0	1.62	0.53
Zm00001d038875	25489	5	0	1.41	-1.09
Zm00001d038878	25491	5	0	2.39	1.04
Zm00001d038882	25495	3	0	1.27	-1.59
Zm00001d038883	25496	5	0	0.68	-0.39
Zm00001d038884	25497	3	0	0.28	-0.82
Zm00001d038891	25502	4	0	-0.31	0.7
Zm00001d038894	25504	5	0	0.75	-0.28
Zm00001d038897	25506	3	0	0.15	-1.42
Zm00001d001474	25508	2	0	-5.09	0.41
Zm00001d038907	25511	2	0	-2.41	0.83
Zm00001d038910	25514	5	0	6.97	0
Zm00001d038911	25515	5	0	6.33	0
Zm00001d038913	25516	4	0	0	5.54
Zm00001d038915	25518	3	0	0.31	-1.39
Zm00001d038919	25522	5	0	1.59	0.18
Zm00001d038924	25527	5	0	1.01	-0.95
Zm00001d038926	25529	6	0	2.05	1.3
Zm00001d038930	25534	6	0	10.05	6.6
Zm00001d001476	25540	2	0	-3.77	2.24
Zm00001d038953	25546	5	0	6.03	0
ENSRNA049477494	25547	2	0	-1.94	0.61
ENSRNA049477491	25548	4	0	-0.05	0.97
Zm00001d001479	25549	4	0	-0.52	0.83
Zm00001d038959	25553	5	0	0.57	-0.48
Zm00001d038971	25561	3	0	0.38	-1.39
Zm00001d001481	25563	4	0	0	5.97
Zm00001d038974	25565	5	0	2.77	0.42
Zm00001d038976	25567	0	0	-0.36	-1.27
Zm00001d038979	25569	3	0	0.8	-3.77
Zm00001d038984	25573	7	0	5.34	7.34
Zm00001d038991	25577	5	0	1.8	0.14
Zm00001d038992	25578	3	0	1.96	-4.36
Zm00001d038993	25579	3	0	0.23	-1.69
Zm00001d039001	25586	4	0	-1.12	1.56
Zm00001d039006	25589	4	0	0.3	1.21
Zm00001d039010	25591	7	0	1.07	1.86
Zm00001d039017	25598	3	0	1.18	-1.31
Zm00001d039019	25599	5	0	1.45	-0.46
Zm00001d039029	25604	5	0	1.66	0.4
Zm00001d039031	25605	3	0	0.8	-1.61
Zm00001d039040	25611	3	0	-0.45	-2.52
Zm00001d039044	25614	3	0	0.39	-2.49
Zm00001d001482	25618	5	0	1.01	-0.36
Zm00001d001483	25619	3	0	0.15	-4.77
Zm00001d039049	25620	5	0	0.78	-0.3
Zm00001d001484	25623	6	0	3.95	4.14
Zm00001d039052	25624	6	0	4.25	5.15
Zm00001d039055	25626	4	0	-0.43	1.57
Zm00001d039056	25627	7	0	0.58	1.7
Zm00001d039058	25629	6	0	0.96	1.04
Zm00001d039061	25631	5	0	1.05	0.49
Zm00001d001485	25634	6	0	1.13	0.7
Zm00001d039066	25636	7	0	0.82	1.13
Zm00001d039071	25638	6	0	2.75	1.83
Zm00001d039077	25642	0	0	-0.44	-1.01
Zm00001d039080	25645	3	0	0.3	-1.12
Zm00001d039081	25646	3	0	-0.06	-1.23
Zm00001d039085	25647	2	0	-1.65	0.78
Zm00001d039087	25649	6	0	1.04	0.65
Zm00001d039088	25650	7	0	2.26	3.86
Zm00001d039094	25654	3	0	-0.19	-1.62
Zm00001d039097	25657	7	0	1.19	1.72
Zm00001d039098	25658	6	0	3.53	3.38
Zm00001d039099	25659	4	0	0.2	2.16
Zm00001d039101	25661	2	0	-5.9	-0.16
Zm00001d039103	25663	5	0	1.26	-0.84
Zm00001d039109	25668	6	0	1	0.75
Zm00001d039112	25671	3	0	0.8	-1.64
Zm00001d039113	25672	3	0	-0.25	-5.77
Zm00001d039116	25674	3	0	0.49	-2.95
Zm00001d039121	25676	7	0	0.59	1.83
Zm00001d039125	25677	2	0	-4.24	1.7
Zm00001d039126	25678	5	0	1.51	0.3
Zm00001d039129	25680	3	0	3.68	-4.77
Zm00001d039130	25681	3	0	1.01	-6.36
Zm00001d039131	25682	6	0	1.13	1.29
Zm00001d039135	25685	3	0	1.38	-1.63
Zm00001d039139	25687	5	0	1.44	0.51
Zm00001d039140	25688	5	0	2.13	1.03
Zm00001d039148	25696	5	0	1.02	-0.65
Zm00001d039150	25697	3	0	0.79	-2.76
Zm00001d039151	25698	1	0	-5.77	-5.77
Zm00001d039168	25710	7	0	0.31	1.1
Zm00001d039170	25712	3	0	-0.41	-4.36
Zm00001d039171	25713	3	0	1.41	-2.08
Zm00001d039173	25714	5	0	1.68	0.61
Zm00001d039174	25715	7	0	1.41	2.9
Zm00001d039187	25725	7	0	1.16	4.07
Zm00001d039188	25726	0	0	-0.82	-2.61
Zm00001d039194	25731	5	0	2.35	0.52
Zm00001d039195	25732	3	0	0.52	-1.71
Zm00001d039197	25734	3	0	0.75	-5.58
Zm00001d039204	25738	0	0	-0.58	-1.71
Zm00001d039213	25742	2	0	-0.83	0.29
Zm00001d039215	25744	4	0	0	5.95
Zm00001d039216	25745	5	0	3.34	-0.44
Zm00001d039218	25746	7	0	0.94	1.49
Zm00001d001491	25751	4	0	0	6.42
Zm00001d039229	25753	3	0	-0.3	-4.24
Zm00001d044717	25756	2	0	-1.6	0.52
Zm00001d044720	25757	0	0	-0.71	-1.47
Zm00001d044723	25758	6	0	8.11	4.14
Zm00001d044728	25762	5	0	1.19	0.39
Zm00001d044729	25763	5	0	4.93	0
Zm00001d044730	25764	6	0	4.93	5.03
Zm00001d044732	25765	5	0	5.11	0
Zm00001d044733	25766	3	0	-1.09	-5.36
Zm00001d044744	25769	0	0	-0.39	-1.01
Zm00001d044747	25771	2	0	-0.76	0.34
Zm00001d027047	25772	6	0	6.39	8.28
Zm00001d027048	25773	2	0	-5.36	3.72
Zm00001d044748	25774	7	0	0.85	2.42
Zm00001d044760	25780	5	0	0.91	-0.22
Zm00001d044768	25782	3	0	0.5	-1.39
Zm00001d044773	25785	5	0	1.8	0.57
Zm00001d044777	25787	5	0	1.71	-0.49
Zm00001d044784	25791	3	0	2.1	-5.36
Zm00001d044788	25792	1	0	-6.48	-6.48
Zm00001d044798	25793	2	0	-1.79	0.3
Zm00001d044802	25794	1	0	-1.67	-0.89
Zm00001d044806	25795	6	0	2.65	1.9
Zm00001d044809	25797	1	0	-5.36	-5.36
Zm00001d044812	25798	7	0	0.51	1.68
Zm00001d044813	25799	4	0	-0.45	1.4
Zm00001d044818	25802	1	0	-1.31	-1.44
Zm00001d044821	25804	6	0	5.85	3.91
Zm00001d044822	25805	3	0	0.11	-1.19
Zm00001d027051	25809	2	0	-1.24	0.17
Zm00001d044829	25810	5	0	4.95	0
Zm00001d044839	25816	0	0	-0.95	-1.72
Zm00001d044841	25817	0	0	-0.65	-1.79
Zm00001d044851	25822	5	0	4.93	0
Zm00001d044855	25824	6	0	7.15	3.91
Zm00001d044861	25827	0	0	-0.68	-1.39
Zm00001d044864	25828	5	0	1.83	-0.67
Zm00001d044868	25830	6	0	5.52	4.91
Zm00001d044872	25832	6	0	2.03	1.23
Zm00001d044874	25833	4	0	0.31	2.28
Zm00001d044895	25839	7	0	1.7	3.47
Zm00001d044905	25844	1	0	-6.23	-6.23
Zm00001d044906	25845	5	0	1.67	0.36
Zm00001d044908	25847	3	0	0.65	-1.6
Zm00001d044925	25858	3	0	2.55	-3.77
Zm00001d044927	25859	3	0	-0.27	-1.42
Zm00001d044930	25861	1	0	-1.25	-1.51
Zm00001d044933	25863	0	0	-0.98	-1.51
Zm00001d044936	25864	3	0	2.16	-2.53
Zm00001d044937	25865	0	0	-0.28	-1.06
Zm00001d044938	25866	2	0	-1.94	1.41
Zm00001d044940	25868	7	0	0.79	1.11
Zm00001d044943	25869	4	0	0	5.03
Zm00001d044947	25872	7	0	1.92	3.97
Zm00001d044950	25873	1	0	-1.61	-1.66
Zm00001d044951	25874	5	0	11.39	3.91
Zm00001d044952	25875	6	0	1.76	1.77
Zm00001d044966	25879	6	0	6.25	7.27
Zm00001d044969	25880	2	0	-6.09	-1.95
Zm00001d044973	25884	5	0	1.88	-1.15
Zm00001d044975	25885	6	0	1.96	1.68
ENSRNA049462331	25891	2	0	-1.38	1.01
Zm00001d044984	25892	1	0	-5.36	-5.36
Zm00001d044986	25894	6	0	1.6	1.24
Zm00001d044995	25897	5	0	1.33	0.55
Zm00001d044996	25898	3	0	0.09	-2.03
Zm00001d044999	25899	0	0	-0.66	-1.89
Zm00001d045004	25903	7	0	3.93	5.58
Zm00001d045009	25905	2	0	-2.09	1.82
Zm00001d045013	25906	6	0	1.15	0.77
Zm00001d045017	25909	3	0	0.6	-1.84
Zm00001d045022	25911	6	0	4.27	4.54
Zm00001d045024	25912	3	0	0.49	-0.83
Zm00001d045025	25913	4	0	-0.2	0.84
Zm00001d045027	25915	4	0	-0.49	0.65
Zm00001d045030	25918	3	0	0.32	-1.31
Zm00001d045031	25919	3	0	0.08	-1.61
Zm00001d045036	25920	7	0	0.91	2.28
Zm00001d045039	25921	5	0	1.3	-0.35
Zm00001d045042	25923	7	0	2.95	4.75
Zm00001d045045	25926	3	0	-0.19	-5.83
Zm00001d045047	25928	3	0	0.22	-2.73
Zm00001d045048	25929	6	0	2.11	1.19
Zm00001d045051	25932	3	0	0.33	-1.13
Zm00001d045052	25933	3	0	0.16	-1.66
Zm00001d045054	25935	0	0	-1.12	-1.6
Zm00001d045056	25937	6	0	4.27	5.14
Zm00001d045057	25938	6	0	2.53	1.42
Zm00001d045058	25939	3	0	0.52	-0.61
Zm00001d045064	25941	4	0	-0.36	0.8
Zm00001d045070	25944	7	0	0.97	1.64
Zm00001d045071	25945	7	0	0.37	1.08
Zm00001d045078	25951	6	0	5.95	5.5
Zm00001d045085	25956	4	0	-0.4	0.63
Zm00001d045091	25959	3	0	0.48	-0.91
Zm00001d045101	25966	3	0	0.3	-1.44
Zm00001d045105	25969	7	0	1.9	2.62
Zm00001d045107	25971	3	0	1.4	-2.77
Zm00001d045120	25980	5	0	1.49	-1.22
Zm00001d045122	25982	2	0	-2.14	-0.97
Zm00001d045123	25983	7	0	0.34	1.02
Zm00001d045124	25984	5	0	1.51	-0.11
Zm00001d045127	25986	0	0	-0.47	-1.08
Zm00001d045129	25988	5	0	5.27	0
Zm00001d045134	25990	6	0	5.11	5.65
Zm00001d045136	25991	4	0	-0.18	1.28
Zm00001d045137	25992	3	0	0.25	-1.75
Zm00001d045138	25993	3	0	0.17	-1.92
Zm00001d027058	25997	5	0	1.65	-1.33
Zm00001d045145	25998	1	0	-5.3	-5.3
Zm00001d045155	26004	7	0	0.41	1.07
Zm00001d045157	26006	3	0	-0.07	-1.83
Zm00001d045158	26007	3	0	0.27	-2.28
Zm00001d045162	26010	1	0	-1.76	-1.91
Zm00001d045173	26013	6	0	4.95	4.91
Zm00001d045174	26014	2	0	-0.85	0.62
Zm00001d045175	26015	3	0	-0.02	-3.73
Zm00001d045178	26017	6	0	1.53	1.76
Zm00001d045188	26023	5	0	1.55	-1.11
Zm00001d045191	26024	4	0	0.07	2.03
Zm00001d045201	26030	5	0	1.33	0.61
Zm00001d045202	26031	4	0	0.02	1.81
Zm00001d045203	26032	2	0	-2.15	0.64
Zm00001d045204	26033	0	0	-0.29	-1.06
Zm00001d045205	26034	4	0	0.95	4.66
Zm00001d045209	26038	3	0	0.7	-3.02
Zm00001d045210	26039	0	0	-0.63	-1.02
Zm00001d045211	26040	0	0	-2.14	-3.84
Zm00001d045212	26041	4	0	0.47	2.05
Zm00001d045219	26047	3	0	1.16	-4.36
Zm00001d045230	26049	3	0	0.94	-0.97
Zm00001d045231	26050	7	0	4.27	6.24
Zm00001d045232	26051	5	0	0.8	-0.51
Zm00001d045244	26053	7	0	1.16	1.88
Zm00001d045252	26055	1	0	-5.36	-5.36
Zm00001d045254	26056	2	0	-5.36	0.39
Zm00001d045257	26057	3	0	0.01	-2.22
Zm00001d045258	26058	5	0	1.5	0.67
Zm00001d045261	26059	4	0	-0.01	1.66
Zm00001d045262	26060	3	0	0.02	-1.23
Zm00001d045264	26062	0	0	-0.93	-1.64
Zm00001d045266	26063	4	0	0	4.91
Zm00001d045269	26065	3	0	0.22	-1.51
Zm00001d045270	26066	6	0	5.11	3.91
Zm00001d045271	26067	3	0	-0.57	-6.09
Zm00001d045272	26068	3	0	-1.1	-5.03
Zm00001d045283	26072	0	0	-0.49	-1.27
Zm00001d045288	26073	3	0	-0.07	-1.39
Zm00001d045295	26076	3	0	-0.05	-1.12
Zm00001d045298	26079	7	0	0.76	1.61
Zm00001d045302	26080	6	0	7.25	5.39
Zm00001d045308	26083	3	0	-0.44	-3.75
Zm00001d045314	26088	6	0	1.7	0.87
Zm00001d045321	26094	3	0	0.58	-0.65
Zm00001d045327	26099	5	0	1.89	0.77
Zm00001d045328	26100	0	0	-2.08	-5.93
Zm00001d045330	26101	3	0	-1.43	-5.36
Zm00001d045334	26102	7	0	1.33	2.84
Zm00001d045338	26105	3	0	0.47	-1.02
Zm00001d045340	26107	2	0	-0.81	0.53
Zm00001d045344	26110	4	0	0	5.87
Zm00001d045348	26112	3	0	0.17	-0.99
Zm00001d045350	26113	4	0	-1.38	2.28
Zm00001d045355	26118	4	0	-1.19	1.55
Zm00001d045357	26119	6	0	7.37	6.15
Zm00001d045360	26122	0	0	-2.04	-6.3
Zm00001d027064	26124	6	0	3.71	4.05
Zm00001d027065	26125	7	0	0.79	2.03
Zm00001d045365	26126	4	0	0.15	1.08
Zm00001d045369	26128	0	0	-0.74	-1.1
Zm00001d045375	26132	5	0	3.12	1.14
Zm00001d045378	26133	2	0	-5.77	1.37
ENSRNA049477080	26137	4	0	-0.37	1.69
ENSRNA049477082	26138	5	0	4.95	0
ENSRNA049477087	26139	6	0	2.28	2.02
Zm00001d045383	26140	7	0	0.5	1.41
Zm00001d045386	26142	5	0	1.04	0.47
ENSRNA049477077	26144	2	0	-3.77	0.77
ENSRNA049477092	26145	6	0	5.27	3.91
Zm00001d045388	26146	5	0	6.02	0
Zm00001d045390	26148	4	0	-0.37	1.78
Zm00001d045391	26149	4	0	-0.61	2.4
Zm00001d045392	26150	4	0	-0.84	1.86
Zm00001d045396	26153	1	0	-1.62	-1.62
Zm00001d045399	26156	2	0	-5.36	-1.22
Zm00001d045400	26157	3	0	-0.1	-2.84
Zm00001d045402	26159	3	0	1.17	-3.77
Zm00001d045404	26161	0	0	-0.8	-2.26
Zm00001d045412	26163	7	0	4.27	7.78
Zm00001d045420	26166	3	0	0.42	-5.09
Zm00001d045422	26168	0	0	-0.42	-1.47
Zm00001d045427	26170	0	0	-1.27	-2.9
Zm00001d045431	26172	2	0	-1.08	-0.06
Zm00001d045432	26173	6	0	5.75	6.82
Zm00001d045433	26174	2	0	-0.7	0.44
Zm00001d045454	26183	3	0	2.51	-4.5
Zm00001d045455	26184	6	0	1.21	0.72
Zm00001d045456	26185	6	0	1.34	1.15
Zm00001d045458	26186	5	0	0.53	-0.5
Zm00001d045459	26187	3	0	0.5	-1.46
Zm00001d045460	26188	3	0	0.94	-1.07
Zm00001d045461	26189	6	0	1.82	1.83
Zm00001d045462	26190	7	0	2.88	4.21
Zm00001d045463	26191	4	0	0	7.1
Zm00001d045468	26194	7	0	1.77	3.21
Zm00001d045470	26195	3	0	0.19	-0.89
Zm00001d045484	26207	6	0	5.11	6.45
Zm00001d045486	26208	5	0	4.95	0
Zm00001d045491	26212	4	0	-0.58	0.62
Zm00001d045495	26216	4	0	-0.37	2.79
Zm00001d045498	26220	3	0	0.29	-2.83
Zm00001d045499	26221	3	0	0.68	-1.39
Zm00001d045507	26226	3	0	0.42	-0.97
Zm00001d045515	26231	6	0	4.95	3.91
Zm00001d045517	26233	3	0	0.22	-1.4
Zm00001d045519	26235	3	0	0.23	-1.87
Zm00001d045523	26237	4	0	-0.37	0.69
Zm00001d045527	26238	5	0	1.17	-0.2
Zm00001d027071	26242	3	0	0.42	-0.73
Zm00001d045537	26247	3	0	0.22	-2.64
Zm00001d045544	26251	4	0	-0.33	1.13
Zm00001d045545	26252	1	0	-1.72	-1.33
Zm00001d027072	26253	1	0	-2.1	-1.97
Zm00001d045546	26254	1	0	-1.86	-1.68
Zm00001d045550	26256	7	0	1.64	2.65
Zm00001d045552	26258	6	0	6.27	5.87
Zm00001d045554	26260	3	0	0.15	-0.87
Zm00001d045567	26270	4	0	-1.27	1.37
Zm00001d045568	26271	7	0	0.69	1.24
Zm00001d045570	26272	4	0	0.04	1.22
Zm00001d045572	26273	0	0	-1.23	-2.03
Zm00001d045574	26275	7	0	0.96	2.37
Zm00001d045575	26276	4	0	-1.16	1.91
Zm00001d045576	26277	6	0	8.03	7.64
Zm00001d045577	26278	4	0	-0.39	0.81
Zm00001d045579	26279	3	0	0.5	-0.71
Zm00001d045581	26281	7	0	1.07	2.2
Zm00001d045582	26282	6	0	5.94	3.91
Zm00001d045584	26284	6	0	4.93	4.14
Zm00001d045589	26285	3	0	1.28	-1.6
Zm00001d045597	26288	3	0	0.59	-0.64
Zm00001d045608	26296	6	0	3.17	3.07
Zm00001d045609	26297	2	0	-1.2	0.16
Zm00001d045624	26303	3	0	1.79	-4.24
Zm00001d045629	26305	3	0	-0.16	-5.91
Zm00001d045631	26306	3	0	0.17	-5.36
Zm00001d045640	26309	2	0	-3.77	0.14
Zm00001d045647	26312	6	0	4.94	4.91
Zm00001d045651	26315	4	0	-0.33	1.31
Zm00001d045663	26318	0	0	-1.71	-3.9
Zm00001d045667	26321	0	0	-0.45	-1.31
Zm00001d045670	26324	1	0	-1.61	-1.02
Zm00001d045671	26325	3	0	-0.92	-6.45
Zm00001d045672	26326	0	0	-0.85	-2.33
Zm00001d045674	26328	6	0	1.1	0.62
Zm00001d045678	26331	6	0	6.9	5.65
Zm00001d045683	26332	3	0	0.02	-4.24
Zm00001d045685	26333	2	0	-1.47	0.09
Zm00001d045695	26336	0	0	-0.37	-1.37
Zm00001d045701	26338	2	0	-4.77	0.14
Zm00001d045703	26339	7	0	3.67	7.02
Zm00001d045707	26341	3	0	0.86	-1.67
Zm00001d027078	26342	3	0	-1.3	-5.24
Zm00001d027079	26343	0	0	-0.61	-1.13
Zm00001d045713	26344	6	0	3.78	2.37
Zm00001d045721	26345	6	0	1.46	0.88
Zm00001d045722	26346	3	0	1.92	-6.51
Zm00001d045728	26349	7	0	2.34	7.5
Zm00001d045738	26352	6	0	5.95	5.5
Zm00001d045739	26353	4	0	-0.28	0.72
Zm00001d045740	26354	3	0	0.24	-1.78
Zm00001d045742	26355	3	0	0.67	-1.22
Zm00001d045745	26357	5	0	6.33	0
Zm00001d045748	26360	3	0	-0.32	-5.24
Zm00001d045752	26361	4	0	0	5.95
Zm00001d045761	26366	3	0	-0.27	-2.36
Zm00001d045763	26367	4	0	0.08	1.22
Zm00001d027081	26368	3	0	1.78	-4.24
Zm00001d045765	26370	2	0	-3.02	-1.31
Zm00001d045768	26371	1	0	-2.23	-2.62
Zm00001d045775	26373	7	0	0.73	1.32
Zm00001d045785	26377	3	0	-0.16	-1.54
Zm00001d045787	26378	2	0	-1.01	0.01
Zm00001d045788	26379	6	0	5.75	4.54
Zm00001d045792	26380	3	0	1.8	-9.31
Zm00001d027083	26382	4	0	0	5.36
Zm00001d045804	26385	7	0	0.7	1.17
Zm00001d027084	26391	6	0	4.27	5.03
Zm00001d045833	26392	5	0	5.11	0
Zm00001d045834	26393	2	0	-3.77	1.77
Zm00001d045836	26395	6	0	3.08	3.71
Zm00001d045838	26397	7	0	1.16	2.26
Zm00001d045839	26398	2	0	-1.32	0.51
Zm00001d045846	26400	6	0	4.94	3.91
Zm00001d045852	26402	3	0	3.08	-4.24
Zm00001d045861	26404	3	0	0.43	-11.24
Zm00001d045862	26405	6	0	7.39	4.54
Zm00001d045863	26406	3	0	2.39	-6.3
Zm00001d045875	26411	5	0	4.93	0
Zm00001d045876	26412	3	0	0.02	-5.09
Zm00001d045883	26413	6	0	1.79	1.43
Zm00001d045885	26415	5	0	1.03	0.47
Zm00001d027087	26417	0	0	-0.37	-1.17
Zm00001d045888	26418	6	0	6.25	5.03
Zm00001d045896	26423	2	0	-0.87	0.68
Zm00001d045902	26426	1	0	-1.08	-1.11
Zm00001d045905	26427	4	0	0	4.91
Zm00001d027092	26428	0	0	-1.9	-5.83
Zm00001d045906	26429	3	0	-1.1	-5.03
Zm00001d045907	26430	3	0	0.35	-3.26
Zm00001d045913	26432	2	0	-5.09	1.52
Zm00001d045914	26433	3	0	-0.43	-4.36
Zm00001d045919	26435	2	0	-1.44	0.31
Zm00001d027093	26436	4	0	0	5.26
Zm00001d045928	26439	5	0	1.89	-0.11
Zm00001d045931	26440	3	0	0.48	-5.03
Zm00001d045935	26441	1	0	-5.36	-5.36
Zm00001d045936	26442	3	0	-1.3	-4.94
Zm00001d027095	26443	3	0	-0.36	-3.27
Zm00001d045937	26444	6	0	3.28	4.1
Zm00001d045940	26446	4	0	0.42	3.09
Zm00001d045941	26447	6	0	4.27	4.91
Zm00001d045946	26450	7	0	1.75	5.66
Zm00001d045950	26454	5	0	1.01	-0.55
Zm00001d045957	26459	0	0	-0.91	-1.57
Zm00001d045958	26460	6	0	1.28	1.51
Zm00001d045970	26464	3	0	-0.32	-4.24
Zm00001d045972	26465	0	0	-1.42	-4.36
Zm00001d045974	26467	3	0	0.6	-2.73
Zm00001d027098	26471	1	0	-5.77	-5.77
Zm00001d045987	26472	3	0	-0.29	-1.64
Zm00001d045988	26473	5	0	3.14	-0.04
Zm00001d045989	26474	1	0	-5.24	-5.24
Zm00001d046004	26476	7	0	4.27	6.73
Zm00001d046014	26478	4	0	0	5.26
Zm00001d046017	26480	5	0	1.5	-0.86
Zm00001d046036	26483	4	0	0	5.03
Zm00001d027099	26485	2	0	-1.09	-0.14
Zm00001d027100	26486	2	0	-3.77	0.37
Zm00001d027102	26488	5	0	4.95	0
Zm00001d046048	26489	3	0	0.54	-1.4
Zm00001d046054	26490	0	0	-0.39	-1.27
Zm00001d046055	26491	4	0	-0.2	2.07
Zm00001d046065	26493	3	0	-0.4	-1.77
Zm00001d046069	26494	1	0	-5.36	-5.36
Zm00001d046098	26499	4	0	-0.03	1
Zm00001d046112	26501	7	0	1.15	2.51
Zm00001d046118	26502	7	0	0.62	2.29
Zm00001d046121	26505	1	0	-5.03	-5.03
Zm00001d046127	26506	2	0	-4.24	0.3
Zm00001d046131	26507	1	0	-1.13	-1.51
Zm00001d027111	26508	3	0	0.1	-1.01
Zm00001d046134	26509	2	0	-6.2	-0.11
Zm00001d046141	26513	5	0	5.75	0
Zm00001d046142	26514	5	0	6.84	0
Zm00001d046143	26515	7	0	1.15	1.93
Zm00001d046147	26517	3	0	-0.46	-2.57
Zm00001d046148	26518	3	0	0.01	-1.09
Zm00001d046149	26519	5	0	5.11	0
Zm00001d046153	26520	7	0	1.54	2.39
Zm00001d046154	26521	2	0	-4.24	-0.33
Zm00001d046158	26523	0	0	-3.12	-7.06
Zm00001d046168	26526	7	0	1.32	1.97
Zm00001d046170	26527	6	0	2.64	3.13
Zm00001d027116	26530	3	0	-0.31	-5.58
Zm00001d046182	26531	6	0	9.79	10.78
Zm00001d046184	26533	6	0	8.56	5.19
Zm00001d046188	26534	6	0	1.27	0.84
Zm00001d046191	26536	6	0	7.55	6.24
Zm00001d046207	26540	1	0	-4.77	-4.77
Zm00001d046210	26541	6	0	4.61	5.56
Zm00001d046226	26545	6	0	4.83	4.39
Zm00001d046229	26546	3	0	1.7	-4.24
Zm00001d046232	26548	6	0	1.25	1.03
Zm00001d046234	26549	5	0	1.73	-0.01
Zm00001d027118	26550	3	0	-0.21	-2.97
Zm00001d046236	26552	4	0	-0.76	3.28
Zm00001d027119	26553	3	0	-0.3	-4.24
Zm00001d046242	26554	6	0	6.11	7.82
Zm00001d046243	26555	2	0	-1.08	0.08
Zm00001d046246	26556	4	0	-0.65	0.66
Zm00001d027120	26559	4	0	-0.39	0.76
Zm00001d046254	26560	5	0	1.87	0.3
Zm00001d046261	26562	4	0	0.01	2.27
Zm00001d046262	26563	3	0	-0.09	-2.23
Zm00001d046292	26569	3	0	-0.14	-1.21
Zm00001d027124	26571	2	0	-1.01	0.06
Zm00001d046299	26572	3	0	0.31	-1.18
Zm00001d027125	26575	3	0	0.15	-0.91
Zm00001d046311	26576	1	0	-5.58	-5.58
Zm00001d046312	26577	4	0	-0.81	1.74
Zm00001d046317	26579	2	0	-0.75	0.28
Zm00001d027127	26580	3	0	1.15	-3.77
Zm00001d046322	26581	3	0	-0.3	-2.46
Zm00001d046330	26583	7	0	1.33	2.8
Zm00001d046331	26584	2	0	-1.85	-0.04
Zm00001d046332	26585	6	0	1.11	0.78
Zm00001d046333	26586	3	0	-0.29	-2.72
Zm00001d046343	26589	7	0	1	2.09
Zm00001d046348	26591	5	0	0.75	-0.29
Zm00001d046356	26594	3	0	-0.96	-6.89
Zm00001d046357	26595	6	0	2.86	1.51
Zm00001d046362	26597	3	0	2.74	-4.24
Zm00001d046370	26602	3	0	0.46	-0.86
Zm00001d046374	26604	5	0	4.93	0
