Gene Symbol	SPOT	Profile	6d-average	7d-average	8d-average
Zm00001d002867	8422	5	0	1.28	0.08
Zm00001d002870	8425	5	0	5.93	0
Zm00001d002871	8426	5	0	0.88	-0.61
Zm00001d002872	8427	5	0	1.36	-0.56
Zm00001d002874	8429	1	0	-1.34	-1.05
Zm00001d002884	8437	6	0	7.43	5.87
Zm00001d002885	8438	0	0	-1.99	-7.25
Zm00001d002888	8439	1	0	-2.24	-2.18
Zm00001d002893	8443	6	0	7.56	7.47
Zm00001d002897	8445	5	0	5.85	0
Zm00001d002898	8446	4	0	0	7.48
Zm00001d002899	8447	3	0	-1.08	-4.47
Zm00001d002900	8448	3	0	-0.89	-6.64
Zm00001d002901	8449	5	0	1.19	-0.19
Zm00001d002907	8451	2	0	-1.6	0.49
Zm00001d002915	8452	2	0	-5.53	-0.39
Zm00001d002917	8453	0	0	-2.53	-3.82
Zm00001d002928	8456	3	0	-0.42	-1.98
Zm00001d002929	8457	3	0	0.07	-1.92
Zm00001d000788	8458	7	0	0.46	1.28
Zm00001d002930	8459	4	0	-0.41	1
Zm00001d002934	8461	3	0	-0.76	-5.03
Zm00001d002939	8465	6	0	3.9	4.31
Zm00001d002952	8475	6	0	2.3	2.01
Zm00001d002953	8476	4	0	-0.48	0.55
Zm00001d002955	8478	4	0	0	6.15
Zm00001d002958	8480	6	0	5.94	5.54
Zm00001d002960	8481	3	0	0.23	-3.39
Zm00001d002962	8483	3	0	-0.19	-1.32
Zm00001d002963	8484	5	0	1.21	-0.63
Zm00001d002964	8485	3	0	-0.16	-1.42
Zm00001d002965	8486	0	0	-1.51	-2.95
Zm00001d002967	8488	5	0	0.74	-0.46
Zm00001d002971	8492	3	0	-0.21	-5.73
Zm00001d002974	8493	6	0	7.64	5.03
Zm00001d002982	8496	3	0	1.36	-2.19
Zm00001d002984	8497	5	0	4.31	-0.7
Zm00001d002988	8499	3	0	0.56	-2.22
Zm00001d002989	8500	4	0	0.44	1.8
Zm00001d002993	8504	3	0	0.16	-2.72
Zm00001d002996	8505	5	0	1.65	0.28
Zm00001d002999	8506	2	0	-6.14	0.17
Zm00001d003000	8507	2	0	-1.79	0.01
Zm00001d003001	8508	6	0	5.51	5.26
Zm00001d003006	8513	4	0	-0.65	2.38
Zm00001d000790	8514	6	0	1.23	0.67
Zm00001d003009	8516	6	0	4.75	3.09
Zm00001d003012	8517	6	0	6.47	4.54
Zm00001d003013	8518	3	0	-2.1	-7.95
Zm00001d003015	8521	5	0	1.75	-0.15
Zm00001d003024	8524	3	0	0.49	-3.77
Zm00001d003025	8525	3	0	0.06	-2.45
Zm00001d003027	8526	1	0	-5.36	-5.36
Zm00001d003032	8528	2	0	-3.77	1.81
Zm00001d003037	8532	5	0	2.28	-0.16
Zm00001d003044	8537	5	0	2.23	0.88
Zm00001d003051	8542	3	0	0.57	-2.26
Zm00001d003052	8543	6	0	2.47	2.65
Zm00001d003053	8544	6	0	1.69	2.09
Zm00001d003058	8545	7	0	1.67	2.67
Zm00001d003059	8546	6	0	1.78	2.03
Zm00001d003062	8547	3	0	0.23	-0.79
Zm00001d003068	8551	3	0	0.92	-1.22
Zm00001d003070	8552	5	0	2.03	0.95
Zm00001d003075	8555	5	0	2.78	1.32
ENSRNA049469775	8561	6	0	5.11	4.54
Zm00001d003085	8562	6	0	2.34	1.51
Zm00001d003086	8563	4	0	0.41	1.54
Zm00001d003088	8565	6	0	5.27	4.14
Zm00001d003091	8567	3	0	1.16	-4.36
Zm00001d000793	8568	0	0	-0.73	-1.12
Zm00001d003099	8570	7	0	0.88	2.71
Zm00001d003104	8574	3	0	0.54	-1.41
Zm00001d003107	8576	3	0	0.31	-0.97
Zm00001d003110	8579	3	0	-0.09	-1.01
Zm00001d003112	8580	6	0	2.24	1.18
Zm00001d003116	8583	3	0	0.21	-1.24
Zm00001d003118	8584	0	0	-0.66	-1.42
Zm00001d003120	8586	5	0	1.76	-1.39
Zm00001d003126	8590	3	0	0.91	-4.36
Zm00001d003135	8594	2	0	-3.77	1.97
Zm00001d003136	8595	5	0	5.64	0
Zm00001d003139	8596	2	0	-3.77	0.14
Zm00001d003140	8597	1	0	-5.77	-5.77
Zm00001d003142	8598	5	0	5.11	0
Zm00001d003144	8600	1	0	-5.58	-5.58
Zm00001d003149	8603	1	0	-1.18	-1.16
Zm00001d003154	8606	5	0	4.93	0
Zm00001d003162	8612	3	0	-0.29	-2.25
Zm00001d003168	8616	1	0	-1	-0.51
Zm00001d003169	8617	6	0	3.93	3.91
Zm00001d003172	8619	3	0	0.18	-1.18
Zm00001d003173	8620	7	0	1.17	1.73
Zm00001d003174	8621	7	0	1.12	1.85
Zm00001d003175	8622	3	0	0.28	-1.59
Zm00001d003184	8628	0	0	-2.29	-3.36
Zm00001d003185	8629	3	0	1.1	-1.21
Zm00001d003186	8630	6	0	1.26	1.19
Zm00001d003187	8631	6	0	5.93	4.91
Zm00001d003188	8632	4	0	0	8.61
Zm00001d003190	8633	6	0	2.59	3.25
Zm00001d003194	8635	3	0	0.15	-3.77
Zm00001d003205	8644	3	0	2.41	-7
Zm00001d003209	8646	6	0	8.28	4.91
Zm00001d003212	8647	7	0	0.64	1.47
Zm00001d003217	8650	3	0	-0.7	-6.56
Zm00001d003219	8651	0	0	-0.33	-1.2
Zm00001d000796	8653	1	0	-1.67	-1.07
Zm00001d003228	8659	3	0	-0.36	-1.37
Zm00001d003229	8660	1	0	-1.68	-2.03
Zm00001d003232	8661	3	0	-1.38	-6.91
Zm00001d003234	8662	0	0	-0.78	-2.32
Zm00001d003239	8663	5	0	0.76	-0.26
Zm00001d003247	8667	6	0	5.16	5.56
Zm00001d003248	8668	3	0	-0.25	-2.12
Zm00001d003255	8674	1	0	-1.9	-1.18
Zm00001d003264	8681	4	0	1.39	6.34
Zm00001d003269	8686	6	0	2.21	1.49
Zm00001d003271	8687	5	0	2.35	-0.55
Zm00001d003275	8691	4	0	0.28	1.06
Zm00001d003277	8693	3	0	0.1	-1.05
Zm00001d003281	8694	5	0	11.13	4.52
Zm00001d003282	8695	6	0	8.03	8.13
Zm00001d003283	8696	3	0	1.16	-5.77
Zm00001d003290	8701	2	0	-3.77	0.37
Zm00001d003293	8704	3	0	0.67	-1.59
Zm00001d003296	8706	3	0	-0.07	-1.52
Zm00001d003297	8707	4	0	-0.8	0.9
Zm00001d003298	8708	2	0	-1.95	-0.55
Zm00001d000798	8709	2	0	-0.83	0.4
Zm00001d003301	8710	5	0	1.44	0.46
Zm00001d003306	8712	6	0	9.16	11.31
Zm00001d003309	8714	6	0	0.88	1.01
Zm00001d003311	8716	4	0	-0.38	2.28
Zm00001d003314	8719	6	0	0.95	1.17
Zm00001d003317	8721	3	0	0.7	-4.24
Zm00001d003321	8724	1	0	-1.93	-2.03
Zm00001d003331	8728	3	0	0.84	-1.28
Zm00001d003335	8731	3	0	1.38	-5.69
Zm00001d003341	8732	3	0	-0.43	-4.36
Zm00001d003342	8733	3	0	1.41	-6.53
Zm00001d003343	8734	0	0	-1.41	-2.01
Zm00001d003346	8736	7	0	1.17	2.79
Zm00001d003349	8738	1	0	-2.1	-2.7
Zm00001d003354	8740	5	0	1.77	-1.51
Zm00001d003356	8741	6	0	4.93	5.26
Zm00001d003357	8742	3	0	0.57	-3.22
Zm00001d003358	8743	3	0	0.01	-2.84
Zm00001d003359	8744	2	0	-4.77	-0.86
Zm00001d003365	8746	3	0	0.05	-7.42
Zm00001d003366	8747	0	0	-0.94	-1.33
Zm00001d003367	8748	6	0	3.95	5.03
Zm00001d003368	8749	3	0	0.41	-0.82
Zm00001d003370	8751	4	0	0.42	2.16
Zm00001d003374	8754	4	0	0	7.32
Zm00001d003379	8757	5	0	3.82	1.53
Zm00001d003380	8758	3	0	0.54	-2.02
Zm00001d003386	8761	6	0	6.39	6.33
Zm00001d003390	8762	0	0	-0.47	-1.51
Zm00001d003392	8763	2	0	-1.25	0.15
Zm00001d003396	8767	6	0	1.33	1.26
Zm00001d003397	8768	5	0	0.98	-0.09
Zm00001d003398	8769	6	0	1.13	1.32
Zm00001d003399	8770	3	0	0.22	-0.92
Zm00001d003404	8773	6	0	2.23	2.57
Zm00001d003405	8774	3	0	2.37	-3.89
Zm00001d003406	8775	5	0	1.39	-0.23
Zm00001d003412	8778	3	0	0.92	-4.18
Zm00001d003414	8779	0	0	-1.04	-2.27
Zm00001d003422	8781	3	0	0.18	-0.92
Zm00001d003425	8783	6	0	2.58	2
Zm00001d003429	8787	4	0	0	5.91
Zm00001d003431	8789	3	0	1.75	-3.77
Zm00001d003432	8790	3	0	-0.17	-1.05
Zm00001d003434	8791	0	0	-0.67	-1.27
Zm00001d003446	8795	0	0	-1.74	-3.19
Zm00001d003447	8796	3	0	-0.1	-1.11
Zm00001d003451	8798	5	0	6.11	0
Zm00001d003457	8799	3	0	-0.23	-1.51
Zm00001d003459	8800	5	0	0.78	-0.66
Zm00001d003463	8803	6	0	5.53	4.14
Zm00001d003468	8805	5	0	0.89	-0.15
Zm00001d003470	8807	5	0	1.53	-0.67
Zm00001d003471	8808	3	0	0.3	-1.27
Zm00001d003473	8810	6	0	6.74	6.2
Zm00001d003477	8812	6	0	1.74	1.29
Zm00001d000805	8813	7	0	0.86	2.61
Zm00001d003492	8816	3	0	0.49	-1.02
Zm00001d003496	8819	6	0	4.35	3.12
Zm00001d000807	8820	3	0	-0.79	-7.19
Zm00001d003499	8821	3	0	0.24	-1.15
Zm00001d003501	8823	4	0	-0.05	1.18
Zm00001d003505	8826	4	0	-0.21	1.34
Zm00001d003508	8827	5	0	1.12	-0.42
Zm00001d003510	8829	3	0	0.8	-1.16
Zm00001d003512	8831	3	0	0.06	-1.17
Zm00001d003513	8832	3	0	-1.71	-6.63
Zm00001d003515	8833	4	0	-0.36	1.58
Zm00001d003520	8837	3	0	0.53	-0.83
Zm00001d003522	8838	6	0	2.73	2.19
Zm00001d003524	8839	5	0	2.28	0.89
Zm00001d003531	8841	3	0	0.49	-4.77
Zm00001d003533	8842	3	0	0.5	-1.08
Zm00001d003545	8850	4	0	-0.5	0.74
Zm00001d003548	8852	4	0	0	4.91
Zm00001d003551	8854	5	0	2.76	0.63
Zm00001d003554	8857	6	0	5.27	5.74
Zm00001d003555	8858	3	0	-0.3	-1.26
Zm00001d000809	8860	7	0	5.52	8.19
Zm00001d003563	8862	5	0	3.97	0.77
Zm00001d003569	8865	5	0	1.83	0.45
Zm00001d003571	8866	2	0	-2.79	-0.22
Zm00001d003575	8868	6	0	1.09	1.22
Zm00001d003579	8871	2	0	-5.09	0.56
Zm00001d003584	8872	6	0	2.13	1.53
Zm00001d003588	8873	5	0	1	-0.62
Zm00001d003593	8877	0	0	-0.7	-1.04
Zm00001d003598	8878	3	0	-0.03	-1.87
Zm00001d003600	8879	4	0	-0.64	0.97
Zm00001d003603	8882	3	0	-0.17	-2.09
Zm00001d003606	8883	3	0	0.07	-1.69
Zm00001d003607	8884	3	0	0.96	-1.09
Zm00001d003624	8895	6	0	1.62	1.86
Zm00001d003631	8897	4	0	-0.43	1.88
Zm00001d003632	8898	5	0	1.01	0.48
Zm00001d003636	8899	5	0	4.57	-4.24
Zm00001d003637	8900	3	0	3.02	-4.24
Zm00001d003645	8904	3	0	0.73	-3.59
Zm00001d003648	8906	6	0	1.66	1.1
Zm00001d003650	8908	5	0	1.14	0.17
Zm00001d003651	8909	4	0	0	4.91
Zm00001d003656	8914	4	0	-0.3	0.79
Zm00001d003657	8915	3	0	0.4	-2.27
Zm00001d003659	8917	3	0	0.39	-0.85
Zm00001d003663	8919	4	0	-0.37	0.83
Zm00001d003666	8921	2	0	-1.52	-0.05
Zm00001d003668	8923	6	0	5.64	4.54
Zm00001d003669	8924	5	0	1.29	0.33
Zm00001d003676	8931	5	0	2.74	-1.37
Zm00001d003677	8932	4	0	0.04	1.01
Zm00001d000814	8939	1	0	-6.2	-6.2
Zm00001d003689	8940	5	0	4.94	0
Zm00001d003690	8941	3	0	1.15	-3.77
Zm00001d003691	8942	4	0	0	5.03
Zm00001d003693	8943	7	0	0.86	1.73
Zm00001d003707	8944	6	0	7.82	6.78
Zm00001d003709	8945	3	0	0.32	-0.8
Zm00001d003712	8947	5	0	2.17	-0.94
Zm00001d003715	8949	3	0	0.04	-3.87
Zm00001d003718	8950	7	0	3.93	6.81
Zm00001d003719	8951	5	0	6.25	0
Zm00001d003723	8952	3	0	-0.1	-5.03
Zm00001d003724	8953	3	0	0.68	-4.24
Zm00001d003726	8955	6	0	1.33	1.62
Zm00001d003728	8956	1	0	-2.03	-1.47
Zm00001d003743	8960	5	0	1.06	0.2
Zm00001d003745	8961	4	0	0	5.14
Zm00001d003749	8962	4	0	0.13	3.4
Zm00001d003751	8964	6	0	4.89	4.03
Zm00001d003754	8965	4	0	-0.41	2.31
Zm00001d003755	8966	6	0	5.52	7.14
Zm00001d003757	8968	5	0	12.46	5.26
Zm00001d003758	8969	4	0	0	5.95
Zm00001d003761	8970	3	0	0.53	-0.99
Zm00001d003762	8971	3	0	0.49	-1.15
Zm00001d003769	8975	6	0	3.93	4.54
Zm00001d003776	8980	1	0	-2.23	-1.27
Zm00001d003779	8982	3	0	0.1	-0.98
Zm00001d003781	8984	4	0	0	4.91
Zm00001d003782	8985	1	0	-5.09	-5.09
Zm00001d003783	8986	2	0	-3.77	0.77
Zm00001d003785	8988	4	0	0.69	3.66
Zm00001d003792	8991	3	0	-0.75	-5.87
Zm00001d003793	8992	5	0	1.04	0.39
Zm00001d003794	8993	3	0	0.58	-4.36
Zm00001d003799	8996	1	0	-6.36	-6.36
Zm00001d003800	8997	0	0	-1.47	-2.35
Zm00001d003801	8998	1	0	-1.57	-1.5
Zm00001d003809	9000	3	0	0.74	-0.91
Zm00001d003810	9001	2	0	-1.36	0.35
Zm00001d003817	9004	4	0	-0.28	1.59
Zm00001d003823	9006	5	0	1.09	0.37
Zm00001d003826	9007	6	0	6.27	4.14
Zm00001d003829	9008	3	0	-0.2	-1.13
Zm00001d003830	9009	6	0	1.86	1.97
Zm00001d003833	9010	6	0	5.63	3.91
Zm00001d003839	9012	4	0	0.32	1.67
Zm00001d003840	9013	3	0	0.19	-1.41
Zm00001d003841	9014	5	0	5.52	0
Zm00001d003846	9015	4	0	-0.43	0.68
Zm00001d003848	9017	7	0	0.84	2.28
Zm00001d000832	9019	2	0	-4.36	-0.44
Zm00001d003860	9026	5	0	5.11	0
Zm00001d003861	9027	3	0	-0.34	-1.51
Zm00001d003866	9029	3	0	2.6	-4.24
Zm00001d003869	9030	0	0	-1.82	-3.42
Zm00001d000835	9033	5	0	5.11	0
Zm00001d003877	9034	0	0	-0.88	-3.12
Zm00001d003884	9037	6	0	2.3	1.86
Zm00001d003889	9039	7	0	0.59	1.84
Zm00001d003895	9042	5	0	1.04	-0.64
Zm00001d003897	9044	6	0	5.51	4.54
Zm00001d003912	9050	4	0	0	9.4
Zm00001d003914	9052	4	0	0	6.1
Zm00001d003924	9056	3	0	0.12	-0.98
Zm00001d003927	9058	5	0	7.96	3.91
Zm00001d000841	9060	3	0	3.29	-3.77
Zm00001d003929	9061	0	0	-0.62	-1.08
Zm00001d003930	9062	3	0	0.19	-8.17
Zm00001d000842	9063	0	0	-0.75	-1.95
Zm00001d003931	9064	7	0	1.63	2.24
Zm00001d003934	9065	6	0	6.47	5.54
Zm00001d003941	9071	6	0	1.32	1.04
Zm00001d003945	9072	7	0	1.56	2.99
Zm00001d003949	9075	5	0	1.41	0.21
Zm00001d003950	9076	6	0	1.73	1.15
Zm00001d000847	9077	4	0	0.29	2
Zm00001d003966	9081	5	0	2.62	-1.13
Zm00001d003970	9082	1	0	-6.59	-6.59
Zm00001d003972	9083	7	0	1	1.99
Zm00001d003973	9084	6	0	4.27	5.14
Zm00001d003981	9087	6	0	2.7	2.64
Zm00001d003982	9088	4	0	0	4.91
Zm00001d003986	9091	0	0	-1.53	-2.65
Zm00001d003993	9092	3	0	0.6	-1
Zm00001d003996	9093	6	0	2.69	2.48
Zm00001d003999	9094	4	0	0.24	1
Zm00001d004006	9096	5	0	0.82	-0.27
Zm00001d004008	9098	5	0	1.21	0.42
Zm00001d004009	9099	2	0	-0.65	0.42
Zm00001d004014	9102	1	0	-0.98	-1.1
Zm00001d004016	9104	4	0	0	7.07
Zm00001d004035	9112	5	0	5.11	0
Zm00001d004048	9115	6	0	1.13	1.44
Zm00001d004055	9119	7	0	1.27	2.19
Zm00001d004073	9123	5	0	1.31	-0.9
Zm00001d004075	9124	0	0	-1.38	-3.11
Zm00001d004087	9126	0	0	-0.42	-1.12
Zm00001d004092	9130	3	0	-0.6	-9.52
Zm00001d004094	9131	4	0	-0.66	1.48
Zm00001d004097	9132	6	0	1.17	1.37
Zm00001d004098	9133	2	0	-6.68	-1.65
Zm00001d004102	9135	3	0	-0.09	-3.57
Zm00001d004116	9138	3	0	0.49	-3.77
Zm00001d004127	9145	5	0	4.95	0
Zm00001d004129	9147	3	0	-0.69	-2.87
Zm00001d004130	9148	3	0	-0.46	-2.73
Zm00001d004138	9154	3	0	-0.12	-1.56
Zm00001d000854	9158	0	0	-0.94	-2.88
Zm00001d004164	9164	7	0	5.27	7.68
Zm00001d000857	9165	2	0	-1.56	0.31
Zm00001d004166	9167	4	0	-0.83	0.94
Zm00001d004171	9170	6	0	1.74	2.2
Zm00001d004173	9172	6	0	5.11	4.91
Zm00001d000858	9174	5	0	6.64	0
Zm00001d004187	9175	2	0	-5.77	-1.86
Zm00001d004197	9179	0	0	-0.61	-1.3
Zm00001d004198	9180	6	0	1.19	0.82
Zm00001d000859	9181	6	0	2.57	1.85
Zm00001d004203	9183	3	0	0.97	-2.89
Zm00001d000860	9184	2	0	-5.09	-0.18
Zm00001d004208	9185	4	0	0	4.91
Zm00001d004216	9188	3	0	-1.76	-8.87
Zm00001d000864	9189	4	0	-0.41	1.19
Zm00001d004220	9190	6	0	4.27	3.91
Zm00001d004221	9191	6	0	6.33	4.14
Zm00001d004230	9193	3	0	-1.15	-4.95
Zm00001d004231	9194	0	0	-0.42	-1.22
Zm00001d004234	9195	3	0	1.53	-11.13
Zm00001d004238	9196	1	0	-6.42	-6.42
Zm00001d004245	9197	4	0	-0.32	1.02
Zm00001d004248	9198	4	0	0	6.36
Zm00001d000866	9199	3	0	-0.3	-4.24
Zm00001d004249	9200	5	0	6.59	0
Zm00001d004271	9205	7	0	1.29	2.02
Zm00001d004282	9206	5	0	1.01	-0.49
Zm00001d004287	9207	6	0	7.11	6.15
Zm00001d004292	9208	3	0	0.49	-3.77
Zm00001d004301	9213	3	0	0.02	-5.24
Zm00001d004305	9214	5	0	1.94	0.08
Zm00001d004308	9215	3	0	1.49	-3.77
Zm00001d004330	9217	3	0	1.76	-5.58
Zm00001d004335	9218	1	0	-1.77	-1.53
Zm00001d000876	9219	6	0	2.39	1.79
Zm00001d004337	9220	5	0	5.63	0
Zm00001d004348	9223	3	0	1.58	-4.36
Zm00001d004357	9225	7	0	0.57	1.46
Zm00001d004358	9226	1	0	-2.33	-2.42
Zm00001d004362	9229	4	0	-0.2	0.81
Zm00001d004363	9230	3	0	-0.15	-1.43
Zm00001d004365	9231	1	0	-6.47	-6.47
Zm00001d004366	9232	3	0	-0.14	-1.92
Zm00001d004384	9237	7	0	0.58	1.19
Zm00001d004388	9239	6	0	3.93	4.14
Zm00001d004389	9240	6	0	3.93	3.91
Zm00001d004390	9241	3	0	-1.45	-6.29
Zm00001d004394	9243	2	0	-4.77	-0.63
Zm00001d004401	9246	5	0	5.8	1.1
Zm00001d004412	9250	2	0	-2.04	-0.61
Zm00001d004413	9251	4	0	-1.37	1.66
Zm00001d004415	9253	3	0	0.65	-2.13
Zm00001d004416	9254	3	0	0.37	-1.47
Zm00001d004417	9255	5	0	0.86	-0.55
Zm00001d004426	9256	2	0	-1.05	0.72
ENSRNA049464622	9257	3	0	0.39	-0.75
Zm00001d000892	9260	5	0	2.03	0.6
Zm00001d000894	9261	2	0	-3.33	-0.65
Zm00001d004436	9263	2	0	-4.36	1.85
Zm00001d004437	9264	3	0	1.75	-6.03
Zm00001d004438	9265	6	0	1.13	1.47
Zm00001d004439	9266	6	0	7.5	8.25
Zm00001d004440	9267	0	0	-2.32	-3.57
Zm00001d004442	9268	6	0	1.41	0.77
Zm00001d004443	9269	3	0	-0.44	-3.28
Zm00001d004446	9270	3	0	2.08	-3.77
Zm00001d004448	9271	3	0	0.31	-1.2
Zm00001d000895	9272	2	0	-1.04	0.67
Zm00001d004451	9273	3	0	2.6	-4.24
Zm00001d004452	9274	1	0	-2.48	-1.51
Zm00001d000896	9279	1	0	-1.09	-1.44
Zm00001d004467	9282	5	0	4.93	0
Zm00001d000899	9288	4	0	0.48	2.18
Zm00001d004480	9290	3	0	-1.17	-9.68
Zm00001d004481	9292	5	0	0.99	-0.27
Zm00001d004483	9294	5	0	1.14	0.14
Zm00001d004488	9295	6	0	3.93	5.36
Zm00001d000904	9297	5	0	0.75	-0.4
Zm00001d004494	9298	3	0	-1.05	-10.3
Zm00001d004497	9299	4	0	0	5.54
Zm00001d004500	9301	3	0	-1.04	-5.3
Zm00001d004506	9302	5	0	5.27	0
Zm00001d004509	9303	1	0	-4.77	-4.77
Zm00001d004510	9304	2	0	-6.06	-1.52
Zm00001d004524	9311	5	0	1.64	0.7
Zm00001d004525	9312	6	0	4.27	5.54
Zm00001d000907	9313	3	0	0.03	-1.06
Zm00001d004537	9314	3	0	-0.4	-1.88
Zm00001d004538	9315	2	0	-5.09	-0.06
Zm00001d004547	9320	7	0	0.53	1.03
Zm00001d004556	9325	3	0	1.61	-4.24
Zm00001d004564	9329	7	0	0.45	1.2
Zm00001d004576	9332	2	0	-5.09	0.05
Zm00001d004579	9333	4	0	0	4.91
Zm00001d004581	9334	5	0	7.03	-4.24
Zm00001d004583	9335	3	0	-0.59	-6.23
Zm00001d004587	9337	6	0	5.75	3.91
Zm00001d004599	9339	4	0	0	5.5
Zm00001d000909	9340	3	0	2.28	-2.83
Zm00001d004602	9341	1	0	-4.77	-4.77
Zm00001d004603	9342	1	0	-5.36	-5.36
Zm00001d004610	9343	3	0	-0.3	-8.7
Zm00001d004611	9344	0	0	-2.2	-7.47
Zm00001d004621	9347	2	0	-1.05	-0.46
Zm00001d004623	9348	4	0	-0.88	1.1
Zm00001d004624	9349	3	0	2.15	-4.36
Zm00001d000910	9350	6	0	1.87	1.73
Zm00001d004625	9351	6	0	6.11	7.27
Zm00001d004635	9352	3	0	0.21	-3.37
Zm00001d004637	9353	2	0	-4.24	1.5
Zm00001d004646	9357	4	0	0	5.14
Zm00001d004649	9358	4	0	-0.11	1.35
Zm00001d004650	9359	1	0	-2.05	-1.48
Zm00001d004652	9361	3	0	-0.23	-4.63
Zm00001d000916	9367	3	0	0.82	-2.61
Zm00001d004674	9368	5	0	1.35	-0.74
Zm00001d004675	9369	3	0	0.65	-0.73
Zm00001d000917	9374	1	0	-1.34	-1.59
Zm00001d004697	9377	1	0	-1.43	-1.14
Zm00001d000919	9378	5	0	1.72	-0.85
Zm00001d004698	9379	2	0	-0.55	0.5
Zm00001d004700	9380	6	0	5.95	6.96
Zm00001d004701	9381	2	0	-3.77	0.37
Zm00001d004703	9383	3	0	0.41	-0.61
Zm00001d004713	9388	6	0	5.52	4.91
Zm00001d004721	9390	5	0	6.02	0
Zm00001d004729	9391	3	0	0.18	-6.71
Zm00001d004731	9392	5	0	1.18	0.09
Zm00001d004738	9396	4	0	0	6.1
Zm00001d004744	9399	5	0	3.69	0.77
Zm00001d000923	9400	6	0	5.11	5.5
Zm00001d004753	9402	7	0	2.25	3.19
Zm00001d004754	9403	1	0	-4.77	-4.77
Zm00001d004757	9404	3	0	-0.78	-7.72
Zm00001d004758	9405	5	0	1.52	0.64
Zm00001d004762	9406	7	0	0.95	1.75
Zm00001d004763	9407	1	0	-6.77	-6.77
Zm00001d000926	9408	3	0	3.32	-3.41
Zm00001d000930	9413	5	0	4.95	0
Zm00001d004787	9418	2	0	-4.24	2.17
Zm00001d000931	9420	3	0	0.3	-2.49
Zm00001d000932	9421	5	0	6.4	0
Zm00001d004805	9423	1	0	-1.15	-0.61
Zm00001d004806	9424	5	0	6.52	0
Zm00001d004815	9429	6	0	2.17	1.91
Zm00001d004818	9431	5	0	0.79	-0.52
Zm00001d004819	9432	3	0	1.21	-5.69
Zm00001d004825	9434	2	0	-6.09	-0.55
Zm00001d004831	9435	3	0	-0.15	-1.91
Zm00001d004836	9436	7	0	0.49	1.26
Zm00001d004843	9440	6	0	7.56	4.14
Zm00001d004846	9441	5	0	6.33	0
Zm00001d004848	9442	3	0	0.25	-1.27
Zm00001d004852	9444	5	0	1.51	0.3
Zm00001d004857	9447	3	0	0	-1.19
Zm00001d004862	9449	1	0	-7.09	-7.09
Zm00001d004864	9450	3	0	-1.51	-8.41
Zm00001d004865	9451	7	0	5.51	8.76
Zm00001d004867	9453	3	0	-0.28	-1.18
Zm00001d004877	9458	5	0	0.88	-0.16
Zm00001d004881	9459	0	0	-0.33	-1.03
Zm00001d004882	9460	5	0	4.94	0
Zm00001d004885	9461	6	0	6.19	6.52
Zm00001d004889	9462	3	0	-0.31	-1.69
Zm00001d004890	9463	6	0	6.19	4.54
Zm00001d004894	9464	0	0	-1.18	-2.62
Zm00001d004895	9465	3	0	1.14	-6.66
Zm00001d004897	9467	5	0	1.45	-1
Zm00001d004899	9469	7	0	2.15	3.26
Zm00001d004907	9470	1	0	-3.11	-2.89
Zm00001d004909	9472	0	0	-1.38	-5.08
Zm00001d000942	9473	2	0	-0.99	0.04
Zm00001d000943	9474	2	0	-1.35	0.41
Zm00001d004915	9476	3	0	0.46	-3.9
Zm00001d004918	9479	3	0	-0.25	-1.38
Zm00001d004926	9482	5	0	0.72	-0.29
Zm00001d004929	9484	3	0	0.02	-1.52
Zm00001d004940	9492	6	0	2.34	1.68
Zm00001d004955	9495	3	0	-0.47	-3.79
Zm00001d004957	9497	3	0	-0.39	-2.72
Zm00001d004965	9500	5	0	0.54	-0.49
Zm00001d004966	9501	6	0	1.97	2.52
Zm00001d004968	9502	2	0	-4.24	2.27
Zm00001d004972	9503	5	0	2.05	0.19
Zm00001d004983	9509	4	0	-0.36	0.74
Zm00001d004994	9513	4	0	0	5.54
Zm00001d005001	9517	5	0	1.84	0.72
Zm00001d005002	9518	7	0	5.53	10.56
Zm00001d005003	9519	7	0	3.93	5.54
Zm00001d005005	9521	2	0	-3.77	1.59
Zm00001d005007	9523	3	0	0.1	-2.18
Zm00001d005008	9524	4	0	-0.57	1.85
Zm00001d005011	9526	6	0	1.27	1.25
Zm00001d005022	9533	5	0	5.11	0
Zm00001d005028	9537	2	0	-1.27	0.04
Zm00001d005029	9538	5	0	1.34	0.37
Zm00001d005032	9540	3	0	-1.41	-5.36
Zm00001d005051	9547	7	0	5.94	8.8
Zm00001d005071	9554	5	0	2.08	0.99
Zm00001d005075	9557	3	0	3.68	-4.77
Zm00001d000950	9558	3	0	-0.31	-5.24
Zm00001d005076	9559	3	0	1.48	-1.98
Zm00001d005077	9560	3	0	1.32	-1.74
ENSRNA049479266	9562	4	0	-0.39	1.17
Zm00001d005095	9571	2	0	-5.94	-2.03
Zm00001d005097	9572	0	0	-1.76	-6.03
Zm00001d005101	9575	1	0	-5.94	-5.94
Zm00001d005125	9586	2	0	-5.03	2.68
Zm00001d005139	9590	0	0	-0.44	-1.07
Zm00001d005146	9594	7	0	3.08	4.85
Zm00001d005147	9595	6	0	3.95	4.54
Zm00001d005148	9596	5	0	6.25	0
Zm00001d005154	9599	0	0	-0.77	-1.94
Zm00001d005161	9604	3	0	1.25	-1.55
Zm00001d005171	9609	3	0	0.08	-2.31
Zm00001d005172	9610	3	0	-0.56	-2.9
Zm00001d005173	9611	3	0	-0.19	-1.38
